Time,Variable,Value,,,,,
12:11:39 PM,Accessory B State,Medium,,,,,
12:11:39 PM,Accessory B Fill Level,15.55555556,,,,,
12:11:39 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:39 PM,GPS Location,"43.07403765978399,-89.4014470735045",,,,,
12:11:39 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:39 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:39 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:39 PM,Vehicle State 4 (Speed),29.79327994,,,,,
12:11:39 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:11:39 PM,Vehicle State 6 (Drive Mode),Normal,,,,,
12:11:39 PM,Accessory A Type,Front Plow,,,,,
12:11:39 PM,Accessory A State,UP,,,,,
12:11:39 PM,Accessory B Type,Rear Spreader,,,,,
12:11:39 PM,Accessory B State,Medium,,,,,
12:11:39 PM,Accessory B Fill Level,15.44444444,,,,,
12:11:39 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:39 PM,GPS Location,"43.07405742567278,-89.4014910339653",,,,,
12:11:39 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:39 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:39 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:39 PM,Vehicle State 4 (Speed),17.68993135,,,,,
12:11:39 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:11:39 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:11:39 PM,Accessory A Type,Front Plow,,,,,
12:11:39 PM,Accessory A State,UP,,,,,
12:11:39 PM,Accessory B Type,Rear Spreader,,,,,
12:11:39 PM,Accessory B State,Medium,,,,,
12:11:39 PM,Accessory B Fill Level,15.33333333,,,,,
12:11:40 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:40 PM,GPS Location,"43.074057827633986,-89.40145664136394",,,,,
12:11:40 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:40 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:40 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:40 PM,Vehicle State 4 (Speed),12.94975873,,,,,
12:11:40 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:11:40 PM,Vehicle State 6 (Drive Mode),Normal,,,,,
12:11:40 PM,Accessory A Type,Front Plow,,,,,
12:11:40 PM,Accessory A State,UP,,,,,
12:11:40 PM,Accessory B Type,Rear Spreader,,,,,
12:11:40 PM,Accessory B State,Medium,,,,,
12:11:40 PM,Accessory B Fill Level,15.22222222,,,,,
12:11:40 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:40 PM,GPS Location,"43.07405011082413,-89.40147262356398",,,,,
12:11:40 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:40 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:40 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:40 PM,Vehicle State 4 (Speed),21.04220962,,,,,
12:11:40 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:11:40 PM,Vehicle State 6 (Drive Mode),Normal,,,,,
12:11:40 PM,Accessory A Type,Front Plow,,,,,
12:11:40 PM,Accessory A State,UP,,,,,
12:11:40 PM,Accessory B Type,Rear Spreader,,,,,
12:11:40 PM,Accessory B State,Medium,,,,,
12:11:40 PM,Accessory B Fill Level,15.11111111,,,,,
12:11:40 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:40 PM,GPS Location,"43.07399890600234,-89.401424222221",,,,,
12:11:40 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:40 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:40 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:40 PM,Vehicle State 4 (Speed),19.48556078,,,,,
12:11:40 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:11:40 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:11:40 PM,Accessory A Type,Front Plow,,,,,
12:11:40 PM,Accessory A State,UP,,,,,
12:11:40 PM,Accessory B Type,Rear Spreader,,,,,
12:11:40 PM,Accessory B State,Medium,,,,,
12:11:40 PM,Accessory B Fill Level,15,,,,,
12:11:40 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:40 PM,GPS Location,"43.0739520524858,-89.40136937419828",,,,,
12:11:40 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:40 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:40 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:40 PM,Vehicle State 4 (Speed),26.36119546,,,,,
12:11:40 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:11:40 PM,Vehicle State 6 (Drive Mode),Sport,,,,,
12:11:40 PM,Accessory A Type,Front Plow,,,,,
12:11:40 PM,Accessory A State,UP,,,,,
12:11:40 PM,Accessory B Type,Rear Spreader,,,,,
12:11:40 PM,Accessory B State,Medium,,,,,
12:11:40 PM,Accessory B Fill Level,14.88888889,,,,,
12:11:40 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:40 PM,GPS Location,"43.07401498218577,-89.40129941176316",,,,,
12:11:40 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:40 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:40 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:40 PM,Vehicle State 4 (Speed),33.11968376,,,,,
12:11:40 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:11:40 PM,Vehicle State 6 (Drive Mode),Sport,,,,,
12:11:40 PM,Accessory A Type,Front Plow,,,,,
12:11:40 PM,Accessory A State,UP,,,,,
12:11:40 PM,Accessory B Type,Rear Spreader,,,,,
12:11:40 PM,Accessory B State,Medium,,,,,
12:11:40 PM,Accessory B Fill Level,14.77777778,,,,,
12:11:40 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:40 PM,GPS Location,"43.074011192091504,-89.40130125360632",,,,,
12:11:40 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:40 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:40 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:40 PM,Vehicle State 4 (Speed),2.596642059,,,,,
12:11:40 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:11:40 PM,Vehicle State 6 (Drive Mode),Sport,,,,,
12:11:40 PM,Accessory A Type,Front Plow,,,,,
12:11:40 PM,Accessory A State,UP,,,,,
12:11:40 PM,Accessory B Type,Rear Spreader,,,,,
12:11:40 PM,Accessory B State,Medium,,,,,
12:11:40 PM,Accessory B Fill Level,14.66666667,,,,,
12:11:40 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:40 PM,GPS Location,"43.074016058361195,-89.40130504056626",,,,,
12:11:40 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:40 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:40 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:40 PM,Vehicle State 4 (Speed),1.705623413,,,,,
12:11:40 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:11:40 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:11:40 PM,Accessory A Type,Front Plow,,,,,
12:11:40 PM,Accessory A State,UP,,,,,
12:11:40 PM,Accessory B Type,Rear Spreader,,,,,
12:11:40 PM,Accessory B State,Medium,,,,,
12:11:40 PM,Accessory B Fill Level,14.55555556,,,,,
12:11:40 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:40 PM,GPS Location,"43.0739967673378,-89.40128568825943",,,,,
12:11:40 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:40 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:40 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:40 PM,Vehicle State 4 (Speed),10.08310132,,,,,
12:11:40 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:11:40 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:11:40 PM,Accessory A Type,Front Plow,,,,,
12:11:40 PM,Accessory A State,UP,,,,,
12:11:40 PM,Accessory B Type,Rear Spreader,,,,,
12:11:40 PM,Accessory B State,Medium,,,,,
12:11:40 PM,Accessory B Fill Level,14.44444444,,,,,
12:11:40 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:40 PM,GPS Location,"43.07397347920829,-89.40132538089554",,,,,
12:11:40 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:40 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:40 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:40 PM,Vehicle State 4 (Speed),26.30771455,,,,,
12:11:40 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:11:40 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:11:40 PM,Accessory A Type,Front Plow,,,,,
12:11:40 PM,Accessory A State,UP,,,,,
12:11:40 PM,Accessory B Type,Rear Spreader,,,,,
12:11:40 PM,Accessory B State,Medium,,,,,
12:11:40 PM,Accessory B Fill Level,14.33333333,,,,,
12:11:40 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:40 PM,GPS Location,"43.07397470542737,-89.40131192631064",,,,,
12:11:40 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:40 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:40 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:40 PM,Vehicle State 4 (Speed),18.65992173,,,,,
12:11:40 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:11:40 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:11:40 PM,Accessory A Type,Front Plow,,,,,
12:11:40 PM,Accessory A State,UP,,,,,
12:11:40 PM,Accessory B Type,Rear Spreader,,,,,
12:11:40 PM,Accessory B State,Medium,,,,,
12:11:40 PM,Accessory B Fill Level,14.22222222,,,,,
12:11:41 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:41 PM,GPS Location,"43.07404349563254,-89.40127943375511",,,,,
12:11:41 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:41 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:41 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:41 PM,Vehicle State 4 (Speed),27.52690337,,,,,
12:11:41 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:11:41 PM,Vehicle State 6 (Drive Mode),Normal,,,,,
12:11:41 PM,Accessory A Type,Front Plow,,,,,
12:11:41 PM,Accessory A State,UP,,,,,
12:11:41 PM,Accessory B Type,Rear Spreader,,,,,
12:11:41 PM,Accessory B State,Medium,,,,,
12:11:41 PM,Accessory B Fill Level,14.11111111,,,,,
12:11:41 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:41 PM,GPS Location,"43.07404270050955,-89.40124232202196",,,,,
12:11:41 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:41 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:41 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:41 PM,Vehicle State 4 (Speed),19.08753758,,,,,
12:11:41 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:11:41 PM,Vehicle State 6 (Drive Mode),Sport,,,,,
12:11:41 PM,Accessory A Type,Front Plow,,,,,
12:11:41 PM,Accessory A State,UP,,,,,
12:11:41 PM,Accessory B Type,Rear Spreader,,,,,
12:11:41 PM,Accessory B State,Medium,,,,,
12:11:41 PM,Accessory B Fill Level,14,,,,,
12:11:41 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:41 PM,GPS Location,"43.07404257413399,-89.40123829135027",,,,,
12:11:41 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:41 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:41 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:41 PM,Vehicle State 4 (Speed),10.45109046,,,,,
12:11:41 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:11:41 PM,Vehicle State 6 (Drive Mode),Normal,,,,,
12:11:41 PM,Accessory A Type,Front Plow,,,,,
12:11:41 PM,Accessory A State,UP,,,,,
12:11:41 PM,Accessory B Type,Rear Spreader,,,,,
12:11:41 PM,Accessory B State,Medium,,,,,
12:11:41 PM,Accessory B Fill Level,13.88888889,,,,,
12:11:41 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:41 PM,GPS Location,"43.074055330757936,-89.40123024067547",,,,,
12:11:41 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:41 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:41 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:41 PM,Vehicle State 4 (Speed),5.201282262,,,,,
12:11:41 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:11:41 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:11:41 PM,Accessory A Type,Front Plow,,,,,
12:11:41 PM,Accessory A State,UP,,,,,
12:11:41 PM,Accessory B Type,Rear Spreader,,,,,
12:11:41 PM,Accessory B State,Medium,,,,,
12:11:41 PM,Accessory B Fill Level,13.77777778,,,,,
12:11:41 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:41 PM,GPS Location,"43.074042191931916,-89.4012879910393",,,,,
12:11:41 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:41 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:41 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:41 PM,Vehicle State 4 (Speed),27.04906467,,,,,
12:11:41 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:11:41 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:11:41 PM,Accessory A Type,Front Plow,,,,,
12:11:41 PM,Accessory A State,UP,,,,,
12:11:41 PM,Accessory B Type,Rear Spreader,,,,,
12:11:41 PM,Accessory B State,Medium,,,,,
12:11:41 PM,Accessory B Fill Level,13.66666667,,,,,
12:11:41 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:41 PM,GPS Location,"43.074037550070514,-89.40128722737104",,,,,
12:11:41 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:41 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:41 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:41 PM,Vehicle State 4 (Speed),2.945914077,,,,,
12:11:41 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:11:41 PM,Vehicle State 6 (Drive Mode),Normal,,,,,
12:11:41 PM,Accessory A Type,Front Plow,,,,,
12:11:41 PM,Accessory A State,UP,,,,,
12:11:41 PM,Accessory B Type,Rear Spreader,,,,,
12:11:41 PM,Accessory B State,Medium,,,,,
12:11:41 PM,Accessory B Fill Level,13.55555556,,,,,
12:11:41 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:41 PM,GPS Location,"43.073989497464346,-89.4013669474327",,,,,
12:11:41 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:41 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:41 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:41 PM,Vehicle State 4 (Speed),28.95861916,,,,,
12:11:41 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:11:41 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:11:41 PM,Accessory A Type,Front Plow,,,,,
12:11:41 PM,Accessory A State,UP,,,,,
12:11:41 PM,Accessory B Type,Rear Spreader,,,,,
12:11:41 PM,Accessory B State,Medium,,,,,
12:11:41 PM,Accessory B Fill Level,13.44444444,,,,,
12:11:41 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:41 PM,GPS Location,"43.07399522449373,-89.40142518750238",,,,,
12:11:41 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:41 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:41 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:41 PM,Vehicle State 4 (Speed),33.05693624,,,,,
12:11:41 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:11:41 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:11:41 PM,Accessory A Type,Front Plow,,,,,
12:11:41 PM,Accessory A State,UP,,,,,
12:11:41 PM,Accessory B Type,Rear Spreader,,,,,
12:11:41 PM,Accessory B State,Medium,,,,,
12:11:41 PM,Accessory B Fill Level,13.33333333,,,,,
12:11:41 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:41 PM,GPS Location,"43.07399480204587,-89.40142683715735",,,,,
12:11:41 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:41 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:41 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:41 PM,Vehicle State 4 (Speed),1.702419363,,,,,
12:11:41 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:11:41 PM,Vehicle State 6 (Drive Mode),Sport,,,,,
12:11:41 PM,Accessory A Type,Front Plow,,,,,
12:11:41 PM,Accessory A State,UP,,,,,
12:11:41 PM,Accessory B Type,Rear Spreader,,,,,
12:11:41 PM,Accessory B State,Medium,,,,,
12:11:41 PM,Accessory B Fill Level,13.22222222,,,,,
12:11:41 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:41 PM,GPS Location,"43.073987164801515,-89.40138238574629",,,,,
12:11:41 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:41 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:41 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:41 PM,Vehicle State 4 (Speed),22.9538486,,,,,
12:11:41 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:11:41 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:11:41 PM,Accessory A Type,Front Plow,,,,,
12:11:41 PM,Accessory A State,UP,,,,,
12:11:41 PM,Accessory B Type,Rear Spreader,,,,,
12:11:41 PM,Accessory B State,Medium,,,,,
12:11:41 PM,Accessory B Fill Level,13.11111111,,,,,
12:11:42 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:42 PM,GPS Location,"43.0739824839406,-89.40138945422302",,,,,
12:11:42 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:42 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:42 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:42 PM,Vehicle State 4 (Speed),4.929718469,,,,,
12:11:42 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:11:42 PM,Vehicle State 6 (Drive Mode),Normal,,,,,
12:11:42 PM,Accessory A Type,Front Plow,,,,,
12:11:42 PM,Accessory A State,UP,,,,,
12:11:42 PM,Accessory B Type,Rear Spreader,,,,,
12:11:42 PM,Accessory B State,Medium,,,,,
12:11:42 PM,Accessory B Fill Level,13,,,,,
12:11:42 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:42 PM,GPS Location,"43.07396779148863,-89.40140330257519",,,,,
12:11:42 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:42 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:42 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:42 PM,Vehicle State 4 (Speed),6.887277101,,,,,
12:11:42 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:11:42 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:11:42 PM,Accessory A Type,Front Plow,,,,,
12:11:42 PM,Accessory A State,UP,,,,,
12:11:42 PM,Accessory B Type,Rear Spreader,,,,,
12:11:42 PM,Accessory B State,Medium,,,,,
12:11:42 PM,Accessory B Fill Level,12.88888889,,,,,
12:11:42 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:42 PM,GPS Location,"43.07395280367483,-89.40141376478437",,,,,
12:11:42 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:42 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:42 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:42 PM,Vehicle State 4 (Speed),9.607137562,,,,,
12:11:42 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:11:42 PM,Vehicle State 6 (Drive Mode),Sport,,,,,
12:11:42 PM,Accessory A Type,Front Plow,,,,,
12:11:42 PM,Accessory A State,UP,,,,,
12:11:42 PM,Accessory B Type,Rear Spreader,,,,,
12:11:42 PM,Accessory B State,Medium,,,,,
12:11:42 PM,Accessory B Fill Level,12.77777778,,,,,
12:11:42 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:42 PM,GPS Location,"43.073955107798945,-89.40141461059228",,,,,
12:11:42 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:42 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:42 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:42 PM,Vehicle State 4 (Speed),1.149138471,,,,,
12:11:42 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:11:42 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:11:42 PM,Accessory A Type,Front Plow,,,,,
12:11:42 PM,Accessory A State,UP,,,,,
12:11:42 PM,Accessory B Type,Rear Spreader,,,,,
12:11:42 PM,Accessory B State,Medium,,,,,
12:11:42 PM,Accessory B Fill Level,12.66666667,,,,,
12:11:42 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:42 PM,GPS Location,"43.0740155497447,-89.40136036199168",,,,,
12:11:42 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:42 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:42 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:42 PM,Vehicle State 4 (Speed),21.59872074,,,,,
12:11:42 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:11:42 PM,Vehicle State 6 (Drive Mode),Normal,,,,,
12:11:42 PM,Accessory A Type,Front Plow,,,,,
12:11:42 PM,Accessory A State,UP,,,,,
12:11:42 PM,Accessory B Type,Rear Spreader,,,,,
12:11:42 PM,Accessory B State,Medium,,,,,
12:11:42 PM,Accessory B Fill Level,12.55555556,,,,,
12:11:42 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:42 PM,GPS Location,"43.073993786207524,-89.40135616244572",,,,,
12:11:42 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:42 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:42 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:42 PM,Vehicle State 4 (Speed),14.63030336,,,,,
12:11:42 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:11:42 PM,Vehicle State 6 (Drive Mode),Sport,,,,,
12:11:42 PM,Accessory A Type,Front Plow,,,,,
12:11:42 PM,Accessory A State,UP,,,,,
12:11:42 PM,Accessory B Type,Rear Spreader,,,,,
12:11:42 PM,Accessory B State,Medium,,,,,
12:11:42 PM,Accessory B Fill Level,12.44444444,,,,,
12:11:42 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:42 PM,GPS Location,"43.07400462286128,-89.40136245772239",,,,,
12:11:42 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:42 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:42 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:42 PM,Vehicle State 4 (Speed),10.56856788,,,,,
12:11:42 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:11:42 PM,Vehicle State 6 (Drive Mode),Normal,,,,,
12:11:42 PM,Accessory A Type,Front Plow,,,,,
12:11:42 PM,Accessory A State,UP,,,,,
12:11:42 PM,Accessory B Type,Rear Spreader,,,,,
12:11:42 PM,Accessory B State,Medium,,,,,
12:11:42 PM,Accessory B Fill Level,12.33333333,,,,,
12:11:42 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:42 PM,GPS Location,"43.07395826262154,-89.4013436418731",,,,,
12:11:42 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:42 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:42 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:42 PM,Vehicle State 4 (Speed),17.51047355,,,,,
12:11:42 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:11:42 PM,Vehicle State 6 (Drive Mode),Sport,,,,,
12:11:42 PM,Accessory A Type,Front Plow,,,,,
12:11:42 PM,Accessory A State,UP,,,,,
12:11:42 PM,Accessory B Type,Rear Spreader,,,,,
12:11:42 PM,Accessory B State,Medium,,,,,
12:11:42 PM,Accessory B Fill Level,12.22222222,,,,,
12:11:42 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:42 PM,GPS Location,"43.07390280977503,-89.40133824912819",,,,,
12:11:42 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:42 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:42 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:42 PM,Vehicle State 4 (Speed),30.18328498,,,,,
12:11:42 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:11:42 PM,Vehicle State 6 (Drive Mode),Sport,,,,,
12:11:42 PM,Accessory A Type,Front Plow,,,,,
12:11:42 PM,Accessory A State,UP,,,,,
12:11:42 PM,Accessory B Type,Rear Spreader,,,,,
12:11:42 PM,Accessory B State,Medium,,,,,
12:11:42 PM,Accessory B Fill Level,12.11111111,,,,,
12:11:42 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:42 PM,GPS Location,"43.073907558650546,-89.40132492147315",,,,,
12:11:42 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:42 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:42 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:42 PM,Vehicle State 4 (Speed),7.107761251,,,,,
12:11:42 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:11:42 PM,Vehicle State 6 (Drive Mode),Sport,,,,,
12:11:42 PM,Accessory A Type,Front Plow,,,,,
12:11:42 PM,Accessory A State,UP,,,,,
12:11:42 PM,Accessory B Type,Rear Spreader,,,,,
12:11:42 PM,Accessory B State,Medium,,,,,
12:11:42 PM,Accessory B Fill Level,12,,,,,
12:11:43 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:43 PM,GPS Location,"43.07390815586427,-89.40132262608145",,,,,
12:11:43 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:43 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:43 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:43 PM,Vehicle State 4 (Speed),2.067608749,,,,,
12:11:43 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:11:43 PM,Vehicle State 6 (Drive Mode),Sport,,,,,
12:11:43 PM,Accessory A Type,Front Plow,,,,,
12:11:43 PM,Accessory A State,UP,,,,,
12:11:43 PM,Accessory B Type,Rear Spreader,,,,,
12:11:43 PM,Accessory B State,Medium,,,,,
12:11:43 PM,Accessory B Fill Level,11.88888889,,,,,
12:11:43 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:43 PM,GPS Location,"43.073929948108365,-89.4013071052967",,,,,
12:11:43 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:43 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:43 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
