Time,Variable,Value
10:40:25 AM,Vehicle State 5 (2WD/4WD),2WD
10:40:25 AM,Vehicle State 6 (Drive Mode),Normal
10:40:25 AM,Accessory A Type,Front Winch
10:40:25 AM,Accessory A State,Retracted
10:40:25 AM,Accessory A Power,0
10:40:25 AM,Accessory B Type,Audio System
10:40:25 AM,Accessory B Volume,72.85683235694589
10:40:25 AM,Vehicle VIN,1HGBH41JXMN109186
10:40:25 AM,GPS Location,"43.072980884385025,-89.4002732045273"
10:40:25 AM,Vehicle State 1 (Drive Position),Drive
10:40:25 AM,Vehicle State 2 (Error Code),None
10:40:25 AM,Vehicle State 3 (Key State/Position),RUN
10:40:25 AM,Vehicle State 4 (Speed),1.315911898562792
10:40:25 AM,Vehicle State 5 (2WD/4WD),4WD
10:40:25 AM,Vehicle State 6 (Drive Mode),Normal
10:40:25 AM,Accessory A Type,Front Winch
10:40:25 AM,Accessory A State,Retracted
10:40:25 AM,Accessory A Power,0
10:40:25 AM,Accessory B Type,Audio System
10:40:25 AM,Accessory B Volume,3.947735695688376
10:40:25 AM,Vehicle VIN,1HGBH41JXMN109186
10:40:25 AM,GPS Location,"43.07301639776873,-89.40028270024109"
10:40:25 AM,Vehicle State 1 (Drive Position),Drive
10:40:25 AM,Vehicle State 2 (Error Code),None
10:40:25 AM,Vehicle State 3 (Key State/Position),RUN
10:40:25 AM,Vehicle State 4 (Speed),16.941963124466934
10:40:25 AM,Vehicle State 5 (2WD/4WD),2WD
10:40:25 AM,Vehicle State 6 (Drive Mode),Sport
10:40:25 AM,Accessory A Type,Front Winch
10:40:25 AM,Accessory A State,Retracted
10:40:25 AM,Accessory A Power,0
10:40:25 AM,Accessory B Type,Audio System
10:40:25 AM,Accessory B Volume,50.82588937
10:40:25 AM,Vehicle VIN,1HGBH41JXMN109186
10:40:25 AM,GPS Location,"43.073012697077374,-89.40028332861976"
10:40:25 AM,Vehicle State 1 (Drive Position),Drive
10:40:25 AM,Vehicle State 2 (Error Code),None
10:40:25 AM,Vehicle State 3 (Key State/Position),RUN
10:40:25 AM,Vehicle State 4 (Speed),12.340381658288383
10:40:25 AM,Vehicle State 5 (2WD/4WD),2WD
10:40:25 AM,Vehicle State 6 (Drive Mode),Normal
10:40:25 AM,Accessory A Type,Front Winch
10:40:25 AM,Accessory A State,Retracted
10:40:25 AM,Accessory A Power,0
10:40:25 AM,Accessory B Type,Audio System
10:40:25 AM,Accessory B Volume,37.02114497486515
10:40:25 AM,Vehicle VIN,1HGBH41JXMN109186
10:40:25 AM,GPS Location,"43.07300511306163,-89.40029342795083"
10:40:25 AM,Vehicle State 1 (Drive Position),Drive
10:40:25 AM,Vehicle State 2 (Error Code),None
10:40:25 AM,Vehicle State 3 (Key State/Position),RUN
10:40:25 AM,Vehicle State 4 (Speed),5.105945017144699
10:40:25 AM,Vehicle State 5 (2WD/4WD),2WD
10:40:25 AM,Vehicle State 6 (Drive Mode),Sport
10:40:25 AM,Accessory A Type,Front Winch
10:40:25 AM,Accessory A State,Retracted
10:40:25 AM,Accessory A Power,0
10:40:25 AM,Accessory B Type,Audio System
10:40:25 AM,Accessory B Volume,15.317835051434098
10:40:26 AM,Vehicle VIN,1HGBH41JXMN109186
10:40:26 AM,GPS Location,"43.07294584101059,-89.40019719019249"
10:40:26 AM,Vehicle State 1 (Drive Position),Drive
10:40:26 AM,Vehicle State 2 (Error Code),None
10:40:26 AM,Vehicle State 3 (Key State/Position),RUN
10:40:26 AM,Vehicle State 4 (Speed),33.82805989
10:40:26 AM,Vehicle State 5 (2WD/4WD),4WD
10:40:26 AM,Vehicle State 6 (Drive Mode),Eco
10:40:26 AM,Accessory A Type,Front Winch
10:40:26 AM,Accessory A State,Retracted
10:40:26 AM,Accessory A Power,0
10:40:26 AM,Accessory B Type,Audio System
10:40:26 AM,Accessory B Volume,100
10:40:26 AM,Vehicle VIN,1HGBH41JXMN109186
10:40:26 AM,GPS Location,"43.072969728525116,-89.40019224475363"
10:40:26 AM,Vehicle State 1 (Drive Position),Drive
10:40:26 AM,Vehicle State 2 (Error Code),None
10:40:26 AM,Vehicle State 3 (Key State/Position),RUN
10:40:26 AM,Vehicle State 4 (Speed),24.66452468077898
10:40:26 AM,Vehicle State 5 (2WD/4WD),4WD
10:40:26 AM,Vehicle State 6 (Drive Mode),Sport
10:40:26 AM,Accessory A Type,Front Winch
10:40:26 AM,Accessory A State,Retracted
10:40:26 AM,Accessory A Power,0
10:40:26 AM,Accessory B Type,Audio System
10:40:26 AM,Accessory B Volume,73.99357404233695
10:40:26 AM,Vehicle VIN,1HGBH41JXMN109186
10:40:26 AM,GPS Location,"43.07297196413759,-89.40018508331023"
10:40:26 AM,Vehicle State 1 (Drive Position),Drive
10:40:26 AM,Vehicle State 2 (Error Code),None
10:40:26 AM,Vehicle State 3 (Key State/Position),RUN
10:40:26 AM,Vehicle State 4 (Speed),6.8025848254622066
10:40:26 AM,Vehicle State 5 (2WD/4WD),4WD
10:40:26 AM,Vehicle State 6 (Drive Mode),Eco
10:40:26 AM,Accessory A Type,Front Winch
10:40:26 AM,Accessory A State,Retracted
10:40:26 AM,Accessory A Power,0
10:40:26 AM,Accessory B Type,Audio System
10:40:26 AM,Accessory B Volume,20.40775447638662
10:40:26 AM,Vehicle VIN,1HGBH41JXMN109186
10:40:26 AM,GPS Location,"43.07297398171871,-89.40023102308088"
10:40:26 AM,Vehicle State 1 (Drive Position),Drive
10:40:26 AM,Vehicle State 2 (Error Code),None
10:40:26 AM,Vehicle State 3 (Key State/Position),RUN
10:40:26 AM,Vehicle State 4 (Speed),34.70643391812455
10:40:26 AM,Vehicle State 5 (2WD/4WD),2WD
10:40:26 AM,Vehicle State 6 (Drive Mode),Normal
10:40:26 AM,Accessory A Type,Front Winch
10:40:26 AM,Accessory A State,Retracted
10:40:26 AM,Accessory A Power,0
10:40:26 AM,Accessory B Type,Audio System
10:40:26 AM,Accessory B Volume,100
10:40:26 AM,Vehicle VIN,1HGBH41JXMN109186
10:40:26 AM,GPS Location,"43.072985018942354,-89.40023547292324"
10:40:26 AM,Vehicle State 1 (Drive Position),Drive
10:40:26 AM,Vehicle State 2 (Error Code),None
10:40:26 AM,Vehicle State 3 (Key State/Position),RUN
10:40:26 AM,Vehicle State 4 (Speed),11.945551344487022
10:40:26 AM,Vehicle State 5 (2WD/4WD),2WD
10:40:26 AM,Vehicle State 6 (Drive Mode),Normal
10:40:26 AM,Accessory A Type,Front Winch
10:40:26 AM,Accessory A State,Retracted
10:40:26 AM,Accessory A Power,0
10:40:26 AM,Accessory B Type,Audio System
10:40:26 AM,Accessory B Volume,35.836654033461066
10:40:26 AM,Vehicle VIN,1HGBH41JXMN109186
10:40:26 AM,GPS Location,"43.07299781769269,-89.40022993990212"
10:40:26 AM,Vehicle State 1 (Drive Position),Drive
10:40:26 AM,Vehicle State 2 (Error Code),None
10:40:26 AM,Vehicle State 3 (Key State/Position),RUN
10:40:26 AM,Vehicle State 4 (Speed),11.19108417123246
10:40:26 AM,Vehicle State 5 (2WD/4WD),4WD
10:40:26 AM,Vehicle State 6 (Drive Mode),Normal
10:40:26 AM,Accessory A Type,Front Winch
10:40:26 AM,Accessory A State,Retracted
10:40:26 AM,Accessory A Power,0
10:40:26 AM,Accessory B Type,Audio System
10:40:26 AM,Accessory B Volume,33.573252513697376
10:40:26 AM,Vehicle VIN,1HGBH41JXMN109186
10:40:26 AM,GPS Location,"43.07303249622202,-89.40025244471903"
10:40:26 AM,Vehicle State 1 (Drive Position),Drive
10:40:26 AM,Vehicle State 2 (Error Code),None
10:40:26 AM,Vehicle State 3 (Key State/Position),RUN
10:40:26 AM,Vehicle State 4 (Speed),14.874191468298442
10:40:26 AM,Vehicle State 5 (2WD/4WD),2WD
10:40:26 AM,Vehicle State 6 (Drive Mode),Normal
10:40:26 AM,Accessory A Type,Front Winch
10:40:26 AM,Accessory A State,Retracted
10:40:26 AM,Accessory A Power,0
10:40:26 AM,Accessory B Type,Audio System
10:40:26 AM,Accessory B Volume,44.622574404895325
10:40:26 AM,Vehicle VIN,1HGBH41JXMN109186
10:40:26 AM,GPS Location,"43.073025297080214,-89.40027769809856"
10:40:26 AM,Vehicle State 1 (Drive Position),Drive
10:40:26 AM,Vehicle State 2 (Error Code),None
10:40:26 AM,Vehicle State 3 (Key State/Position),RUN
10:40:26 AM,Vehicle State 4 (Speed),18.906342843194317
10:40:26 AM,Vehicle State 5 (2WD/4WD),2WD
10:40:26 AM,Vehicle State 6 (Drive Mode),Eco
10:40:26 AM,Accessory A Type,Front Winch
10:40:26 AM,Accessory A State,Retracted
10:40:26 AM,Accessory A Power,0
10:40:26 AM,Accessory B Type,Audio System
10:40:26 AM,Accessory B Volume,56.71902852958295
10:40:26 AM,Vehicle VIN,1HGBH41JXMN109186
10:40:26 AM,GPS Location,"43.07300915619164,-89.40030324826702"
10:40:26 AM,Vehicle State 1 (Drive Position),Drive
10:40:26 AM,Vehicle State 2 (Error Code),None
10:40:26 AM,Vehicle State 3 (Key State/Position),RUN
10:40:26 AM,Vehicle State 4 (Speed),13.188866783049024
10:40:26 AM,Vehicle State 5 (2WD/4WD),2WD
10:40:26 AM,Vehicle State 6 (Drive Mode),Normal
10:40:26 AM,Accessory A Type,Front Winch
10:40:26 AM,Accessory A State,Retracted
10:40:26 AM,Accessory A Power,0
10:40:26 AM,Accessory B Type,Audio System
10:40:26 AM,Accessory B Volume,39.56660034914707
10:40:26 AM,Vehicle VIN,1HGBH41JXMN109186
10:40:26 AM,GPS Location,"43.073007500767574,-89.40034612618852"
10:40:26 AM,Vehicle State 1 (Drive Position),Drive
10:40:26 AM,Vehicle State 2 (Error Code),None
10:40:26 AM,Vehicle State 3 (Key State/Position),RUN
10:40:26 AM,Vehicle State 4 (Speed),23.09925630135104
10:40:26 AM,Vehicle State 5 (2WD/4WD),2WD
10:40:26 AM,Vehicle State 6 (Drive Mode),Sport
10:40:26 AM,Accessory A Type,Front Winch
10:40:26 AM,Accessory A State,Retracted
10:40:26 AM,Accessory A Power,0
10:40:26 AM,Accessory B Type,Audio System
10:40:26 AM,Accessory B Volume,69.29776890405313
10:40:27 AM,Vehicle VIN,1HGBH41JXMN109186
10:40:27 AM,GPS Location,"43.07301805791877,-89.40035912966935"
10:40:27 AM,Vehicle State 1 (Drive Position),Drive
10:40:27 AM,Vehicle State 2 (Error Code),None
10:40:27 AM,Vehicle State 3 (Key State/Position),RUN
10:40:27 AM,Vehicle State 4 (Speed),4.68040334
10:40:27 AM,Vehicle State 5 (2WD/4WD),2WD
10:40:27 AM,Vehicle State 6 (Drive Mode),Eco
10:40:27 AM,Accessory A Type,Front Winch
10:40:27 AM,Accessory A State,Retracted
10:40:27 AM,Accessory A Power,0
10:40:27 AM,Accessory B Type,Audio System
10:40:27 AM,Accessory B Volume,14.041210019010478
10:40:27 AM,Vehicle VIN,1HGBH41JXMN109186
10:40:27 AM,GPS Location,"43.0730323915177,-89.40037821369802"
10:40:27 AM,Vehicle State 1 (Drive Position),Drive
10:40:27 AM,Vehicle State 2 (Error Code),None
10:40:27 AM,Vehicle State 3 (Key State/Position),RUN
10:40:27 AM,Vehicle State 4 (Speed),7.202691962899273
10:40:27 AM,Vehicle State 5 (2WD/4WD),4WD
10:40:27 AM,Vehicle State 6 (Drive Mode),Sport
10:40:27 AM,Accessory A Type,Front Winch
10:40:27 AM,Accessory A State,Retracted
10:40:27 AM,Accessory A Power,0
10:40:27 AM,Accessory B Type,Audio System
10:40:27 AM,Accessory B Volume,21.60807588869782
10:40:27 AM,Vehicle VIN,1HGBH41JXMN109186
10:40:27 AM,GPS Location,"43.07310194891236,-89.40030236113878"
10:40:27 AM,Vehicle State 1 (Drive Position),Drive
10:40:27 AM,Vehicle State 2 (Error Code),None
10:40:27 AM,Vehicle State 3 (Key State/Position),RUN
10:40:27 AM,Vehicle State 4 (Speed),32.077530787971526
10:40:27 AM,Vehicle State 5 (2WD/4WD),4WD
10:40:27 AM,Vehicle State 6 (Drive Mode),Sport
10:40:27 AM,Accessory A Type,Front Winch
10:40:27 AM,Accessory A State,Retracted
10:40:27 AM,Accessory A Power,0
10:40:27 AM,Accessory B Type,Audio System
10:40:27 AM,Accessory B Volume,96.23259236391458
10:40:27 AM,Vehicle VIN,1HGBH41JXMN109186
10:40:27 AM,GPS Location,"43.07312047053215,-89.40030834718155"
10:40:27 AM,Vehicle State 1 (Drive Position),Drive
10:40:27 AM,Vehicle State 2 (Error Code),None
10:40:27 AM,Vehicle State 3 (Key State/Position),RUN
10:40:27 AM,Vehicle State 4 (Speed),9.580796360218683
10:40:27 AM,Vehicle State 5 (2WD/4WD),2WD
10:40:27 AM,Vehicle State 6 (Drive Mode),Sport
10:40:27 AM,Accessory A Type,Front Winch
10:40:27 AM,Accessory A State,Retracted
10:40:27 AM,Accessory A Power,0
10:40:27 AM,Accessory B Type,Audio System
10:40:27 AM,Accessory B Volume,28.742389080656046
10:40:27 AM,Vehicle VIN,1HGBH41JXMN109186
10:40:27 AM,GPS Location,"43.07315552214034,-89.4002667404225"
10:40:27 AM,Vehicle State 1 (Drive Position),Drive
10:40:27 AM,Vehicle State 2 (Error Code),None
10:40:27 AM,Vehicle State 3 (Key State/Position),RUN
10:40:27 AM,Vehicle State 4 (Speed),18.092377189058983
10:40:27 AM,Vehicle State 5 (2WD/4WD),2WD
10:40:27 AM,Vehicle State 6 (Drive Mode),Normal
10:40:27 AM,Accessory A Type,Front Winch
10:40:27 AM,Accessory A State,Retracted
10:40:27 AM,Accessory A Power,0
10:40:27 AM,Accessory B Type,Audio System
10:40:27 AM,Accessory B Volume,54.27713156717695
10:40:27 AM,Vehicle VIN,1HGBH41JXMN109186
10:40:27 AM,GPS Location,"43.07312931589283,-89.40030122625377"
10:40:27 AM,Vehicle State 1 (Drive Position),Drive
10:40:27 AM,Vehicle State 2 (Error Code),None
10:40:27 AM,Vehicle State 3 (Key State/Position),RUN
10:40:27 AM,Vehicle State 4 (Speed),23.806922165020236
10:40:27 AM,Vehicle State 5 (2WD/4WD),4WD
10:40:27 AM,Vehicle State 6 (Drive Mode),Sport
10:40:27 AM,Accessory A Type,Front Winch
10:40:27 AM,Accessory A State,Retracted
10:40:27 AM,Accessory A Power,0
10:40:27 AM,Accessory B Type,Audio System
10:40:27 AM,Accessory B Volume,71.4207665
10:40:27 AM,Vehicle VIN,1HGBH41JXMN109186
10:40:27 AM,GPS Location,"43.07312260281858,-89.40031309650887"
10:40:27 AM,Vehicle State 1 (Drive Position),Drive
10:40:27 AM,Vehicle State 2 (Error Code),None
10:40:27 AM,Vehicle State 3 (Key State/Position),RUN
10:40:27 AM,Vehicle State 4 (Speed),8.625976142047891
10:40:27 AM,Vehicle State 5 (2WD/4WD),2WD
10:40:27 AM,Vehicle State 6 (Drive Mode),Normal
10:40:27 AM,Accessory A Type,Front Winch
10:40:27 AM,Accessory A State,Retracted
10:40:27 AM,Accessory A Power,0
10:40:27 AM,Accessory B Type,Audio System
10:40:27 AM,Accessory B Volume,25.877928426143676
10:40:27 AM,Vehicle VIN,1HGBH41JXMN109186
10:40:27 AM,GPS Location,"43.07313453526234,-89.4003036826027"
10:40:27 AM,Vehicle State 1 (Drive Position),Drive
10:40:27 AM,Vehicle State 2 (Error Code),None
10:40:27 AM,Vehicle State 3 (Key State/Position),RUN
10:40:27 AM,Vehicle State 4 (Speed),5.170031491347084
10:40:27 AM,Vehicle State 5 (2WD/4WD),2WD
10:40:27 AM,Vehicle State 6 (Drive Mode),Normal
10:40:27 AM,Accessory A Type,Front Winch
10:40:27 AM,Accessory A State,Retracted
10:40:27 AM,Accessory A Power,0
10:40:27 AM,Accessory B Type,Audio System
10:40:27 AM,Accessory B Volume,15.510094474041251
10:40:27 AM,Vehicle VIN,1HGBH41JXMN109186
10:40:27 AM,GPS Location,"43.07311295336242,-89.40030886729373"
10:40:27 AM,Vehicle State 1 (Drive Position),Drive
10:40:27 AM,Vehicle State 2 (Error Code),None
10:40:27 AM,Vehicle State 3 (Key State/Position),RUN
10:40:27 AM,Vehicle State 4 (Speed),11.115608481287685
10:40:27 AM,Vehicle State 5 (2WD/4WD),4WD
10:40:27 AM,Vehicle State 6 (Drive Mode),Normal
10:40:27 AM,Accessory A Type,Front Winch
10:40:27 AM,Accessory A State,Retracted
10:40:27 AM,Accessory A Power,0
10:40:27 AM,Accessory B Type,Audio System
10:40:27 AM,Accessory B Volume,33.346825443863054
10:40:27 AM,Vehicle VIN,1HGBH41JXMN109186
10:40:27 AM,GPS Location,"43.07317893163753,-89.40029183560587"
10:40:27 AM,Vehicle State 1 (Drive Position),Drive
10:40:27 AM,Vehicle State 2 (Error Code),None
10:40:27 AM,Vehicle State 3 (Key State/Position),RUN
10:40:27 AM,Vehicle State 4 (Speed),27.256290108468885
10:40:27 AM,Vehicle State 5 (2WD/4WD),4WD
10:40:27 AM,Vehicle State 6 (Drive Mode),Sport
10:40:27 AM,Accessory A Type,Front Winch
10:40:27 AM,Accessory A State,Retracted
10:40:27 AM,Accessory A Power,0
10:40:27 AM,Accessory B Type,Audio System
10:40:27 AM,Accessory B Volume,81.76887032540665
10:40:28 AM,Vehicle VIN,1HGBH41JXMN109186
10:40:28 AM,GPS Location,"43.073184110113566,-89.40030461833858"
10:40:28 AM,Vehicle State 1 (Drive Position),Drive
10:40:28 AM,Vehicle State 2 (Error Code),None
10:40:28 AM,Vehicle State 3 (Key State/Position),RUN
10:40:28 AM,Vehicle State 4 (Speed),7.11618175
10:40:28 AM,Vehicle State 5 (2WD/4WD),4WD
10:40:28 AM,Vehicle State 6 (Drive Mode),Sport
10:40:28 AM,Accessory A Type,Front Winch
10:40:28 AM,Accessory A State,Retracted
10:40:28 AM,Accessory A Power,0
10:40:28 AM,Accessory B Type,Audio System
10:40:28 AM,Accessory B Volume,21.34854524938599
10:40:28 AM,Vehicle VIN,1HGBH41JXMN109186
10:40:28 AM,GPS Location,"43.07322192856986,-89.40028170394194"
10:40:28 AM,Vehicle State 1 (Drive Position),Drive
10:40:28 AM,Vehicle State 2 (Error Code),None
10:40:28 AM,Vehicle State 3 (Key State/Position),RUN
10:40:28 AM,Vehicle State 4 (Speed),14.454033767467363
10:40:28 AM,Vehicle State 5 (2WD/4WD),2WD
10:40:28 AM,Vehicle State 6 (Drive Mode),Normal
10:40:28 AM,Accessory A Type,Front Winch
10:40:28 AM,Accessory A State,Retracted
10:40:28 AM,Accessory A Power,0
10:40:28 AM,Accessory B Type,Audio System
10:40:28 AM,Accessory B Volume,43.36210130240209
10:40:28 AM,Vehicle VIN,1HGBH41JXMN109186
10:40:28 AM,GPS Location,"43.073217577194605,-89.40030404543359"
10:40:28 AM,Vehicle State 1 (Drive Position),Drive
10:40:28 AM,Vehicle State 2 (Error Code),None
10:40:28 AM,Vehicle State 3 (Key State/Position),RUN
10:40:28 AM,Vehicle State 4 (Speed),18.816504149841613
10:40:28 AM,Vehicle State 5 (2WD/4WD),4WD
10:40:28 AM,Vehicle State 6 (Drive Mode),Normal
10:40:28 AM,Accessory A Type,Front Winch
10:40:28 AM,Accessory A State,Retracted
10:40:28 AM,Accessory A Power,0
10:40:28 AM,Accessory B Type,Audio System
10:40:28 AM,Accessory B Volume,56.44951244952484
10:40:28 AM,Vehicle VIN,1HGBH41JXMN109186
10:40:28 AM,GPS Location,"43.073234970890965,-89.40030793927714"
10:40:28 AM,Vehicle State 1 (Drive Position),Drive
10:40:28 AM,Vehicle State 2 (Error Code),None
10:40:28 AM,Vehicle State 3 (Key State/Position),RUN
10:40:28 AM,Vehicle State 4 (Speed),6.148454258
10:40:28 AM,Vehicle State 5 (2WD/4WD),2WD
10:40:28 AM,Vehicle State 6 (Drive Mode),Eco
10:40:28 AM,Accessory A Type,Front Winch
10:40:28 AM,Accessory A State,Retracted
10:40:28 AM,Accessory A Power,0
10:40:28 AM,Accessory B Type,Audio System
10:40:28 AM,Accessory B Volume,18.44536277329491
10:40:28 AM,Vehicle VIN,1HGBH41JXMN109186
10:40:28 AM,GPS Location,"43.07326769147479,-89.40031898205446"
10:40:28 AM,Vehicle State 1 (Drive Position),Drive
10:40:28 AM,Vehicle State 2 (Error Code),None
10:40:28 AM,Vehicle State 3 (Key State/Position),RUN
10:40:28 AM,Vehicle State 4 (Speed),11.530244377973043
10:40:28 AM,Vehicle State 5 (2WD/4WD),4WD
10:40:28 AM,Vehicle State 6 (Drive Mode),Sport
10:40:28 AM,Accessory A Type,Front Winch
10:40:28 AM,Accessory A State,Retracted
10:40:28 AM,Accessory A Power,0
10:40:28 AM,Accessory B Type,Audio System
10:40:28 AM,Accessory B Volume,34.59073313391913
10:40:28 AM,Vehicle VIN,1HGBH41JXMN109186
10:40:28 AM,GPS Location,"43.073238201703425,-89.40030425855082"
10:40:28 AM,Vehicle State 1 (Drive Position),Drive
10:40:28 AM,Vehicle State 2 (Error Code),None
10:40:28 AM,Vehicle State 3 (Key State/Position),RUN
10:40:28 AM,Vehicle State 4 (Speed),12.793354756701651
10:40:28 AM,Vehicle State 5 (2WD/4WD),4WD
10:40:28 AM,Vehicle State 6 (Drive Mode),Sport
10:40:28 AM,Accessory A Type,Front Winch
10:40:28 AM,Accessory A State,Retracted
10:40:28 AM,Accessory A Power,0
10:40:28 AM,Accessory B Type,Audio System
10:40:28 AM,Accessory B Volume,38.38006427010495
10:40:28 AM,Vehicle VIN,1HGBH41JXMN109186
10:40:28 AM,GPS Location,"43.073220701054105,-89.40033939537152"
10:40:28 AM,Vehicle State 1 (Drive Position),Drive
10:40:28 AM,Vehicle State 2 (Error Code),None
10:40:28 AM,Vehicle State 3 (Key State/Position),RUN
10:40:28 AM,Vehicle State 4 (Speed),17.1055962
10:40:28 AM,Vehicle State 5 (2WD/4WD),4WD
10:40:28 AM,Vehicle State 6 (Drive Mode),Sport
10:40:28 AM,Accessory A Type,Front Winch
10:40:28 AM,Accessory A State,Retracted
10:40:28 AM,Accessory A Power,0
10:40:28 AM,Accessory B Type,Audio System
10:40:28 AM,Accessory B Volume,51.31678859
10:40:28 AM,Vehicle VIN,1HGBH41JXMN109186
10:40:28 AM,GPS Location,"43.07322803385553,-89.40033916660389"
10:40:28 AM,Vehicle State 1 (Drive Position),Drive
10:40:28 AM,Vehicle State 2 (Error Code),None
10:40:28 AM,Vehicle State 3 (Key State/Position),RUN
10:40:28 AM,Vehicle State 4 (Speed),6.096153622
10:40:28 AM,Vehicle State 5 (2WD/4WD),2WD
10:40:28 AM,Vehicle State 6 (Drive Mode),Sport
10:40:28 AM,Accessory A Type,Front Winch
10:40:28 AM,Accessory A State,Retracted
10:40:28 AM,Accessory A Power,0
10:40:28 AM,Accessory B Type,Audio System
10:40:28 AM,Accessory B Volume,18.28846086527877
10:40:28 AM,Vehicle VIN,1HGBH41JXMN109186
10:40:28 AM,GPS Location,"43.07326839287206,-89.40035058381602"
10:40:28 AM,Vehicle State 1 (Drive Position),Drive
10:40:28 AM,Vehicle State 2 (Error Code),None
10:40:28 AM,Vehicle State 3 (Key State/Position),RUN
10:40:28 AM,Vehicle State 4 (Speed),21.023571949737846
10:40:28 AM,Vehicle State 5 (2WD/4WD),2WD
10:40:28 AM,Vehicle State 6 (Drive Mode),Eco
10:40:28 AM,Accessory A Type,Front Winch
10:40:28 AM,Accessory A State,Retracted
10:40:28 AM,Accessory A Power,0
10:40:28 AM,Accessory B Type,Audio System
10:40:28 AM,Accessory B Volume,63.07071584921354
10:40:28 AM,Vehicle VIN,1HGBH41JXMN109186
10:40:28 AM,GPS Location,"43.073299047144985,-89.4004124114214"
10:40:28 AM,Vehicle State 1 (Drive Position),Drive
10:40:28 AM,Vehicle State 2 (Error Code),None
10:40:28 AM,Vehicle State 3 (Key State/Position),RUN
10:40:28 AM,Vehicle State 4 (Speed),23.874834928253545
10:40:28 AM,Vehicle State 5 (2WD/4WD),4WD
10:40:28 AM,Vehicle State 6 (Drive Mode),Sport
10:40:28 AM,Accessory A Type,Front Winch
10:40:28 AM,Accessory A State,Retracted
10:40:28 AM,Accessory A Power,0
10:40:28 AM,Accessory B Type,Audio System
10:40:28 AM,Accessory B Volume,71.62450478476063
10:40:29 AM,Vehicle VIN,1HGBH41JXMN109186
10:40:29 AM,GPS Location,"43.07334138074317,-89.40044960354503"
10:40:29 AM,Vehicle State 1 (Drive Position),Drive
10:40:29 AM,Vehicle State 2 (Error Code),None
10:40:29 AM,Vehicle State 3 (Key State/Position),RUN
10:40:29 AM,Vehicle State 4 (Speed),22.202223148508168
10:40:29 AM,Vehicle State 5 (2WD/4WD),2WD
10:40:29 AM,Vehicle State 6 (Drive Mode),Sport
10:40:29 AM,Accessory A Type,Front Winch
10:40:29 AM,Accessory A State,Retracted
10:40:29 AM,Accessory A Power,0
10:40:29 AM,Accessory B Type,Audio System
10:40:29 AM,Accessory B Volume,66.60666945
10:40:29 AM,Vehicle VIN,1HGBH41JXMN109186
10:40:29 AM,GPS Location,"43.0733286206242,-89.40046021209209"
10:40:29 AM,Vehicle State 1 (Drive Position),Drive
10:40:29 AM,Vehicle State 2 (Error Code),None
10:40:29 AM,Vehicle State 3 (Key State/Position),RUN
10:40:29 AM,Vehicle State 4 (Speed),19.492354287083412
10:40:29 AM,Vehicle State 5 (2WD/4WD),2WD
10:40:29 AM,Vehicle State 6 (Drive Mode),Normal
10:40:29 AM,Accessory A Type,Front Winch
10:40:29 AM,Accessory A State,Retracted
10:40:29 AM,Accessory A Power,0
10:40:29 AM,Accessory B Type,Audio System
10:40:29 AM,Accessory B Volume,58.47706286125023
10:40:29 AM,Vehicle VIN,1HGBH41JXMN109186
10:40:29 AM,GPS Location,"43.073328527670235,-89.40045974211155"
10:40:29 AM,Vehicle State 1 (Drive Position),Drive
10:40:29 AM,Vehicle State 2 (Error Code),None
10:40:29 AM,Vehicle State 3 (Key State/Position),RUN
10:40:29 AM,Vehicle State 4 (Speed),0.5544720256417957
10:40:29 AM,Vehicle State 5 (2WD/4WD),4WD
10:40:29 AM,Vehicle State 6 (Drive Mode),Sport
10:40:29 AM,Accessory A Type,Front Winch
10:40:29 AM,Accessory A State,Retracted
10:40:29 AM,Accessory A Power,0
10:40:29 AM,Accessory B Type,Audio System
10:40:29 AM,Accessory B Volume,1.663416076925387
10:40:29 AM,Vehicle VIN,1HGBH41JXMN109186
10:40:29 AM,GPS Location,"43.07332070570729,-89.40050780855485"
10:40:29 AM,Vehicle State 1 (Drive Position),Drive
10:40:29 AM,Vehicle State 2 (Error Code),None
10:40:29 AM,Vehicle State 3 (Key State/Position),RUN
10:40:29 AM,Vehicle State 4 (Speed),26.605516977357723
10:40:29 AM,Vehicle State 5 (2WD/4WD),4WD
10:40:29 AM,Vehicle State 6 (Drive Mode),Eco
10:40:29 AM,Accessory A Type,Front Winch
10:40:29 AM,Accessory A State,Retracted
10:40:29 AM,Accessory A Power,0
10:40:29 AM,Accessory B Type,Audio System
10:40:29 AM,Accessory B Volume,79.81655093207317
10:40:29 AM,Vehicle VIN,1HGBH41JXMN109186
10:40:29 AM,GPS Location,"43.07326099130968,-89.40049955926558"
10:40:29 AM,Vehicle State 1 (Drive Position),Drive
10:40:29 AM,Vehicle State 2 (Error Code),None
10:40:29 AM,Vehicle State 3 (Key State/Position),RUN
10:40:29 AM,Vehicle State 4 (Speed),33.58891017929779
10:40:29 AM,Vehicle State 5 (2WD/4WD),4WD
10:40:29 AM,Vehicle State 6 (Drive Mode),Eco
10:40:29 AM,Accessory A Type,Front Winch
10:40:29 AM,Accessory A State,Retracted
10:40:29 AM,Accessory A Power,0
10:40:29 AM,Accessory B Type,Audio System
10:40:29 AM,Accessory B Volume,100
10:40:29 AM,Vehicle VIN,1HGBH41JXMN109186
10:40:29 AM,GPS Location,"43.07325803237186,-89.40049724379021"
